Ref,Val,Package,PosX,PosY,Rot,Side
"C3","100nF","C_0402_1005Metric",4.500000,8.400000,-90.000000,top
"C4","100nF","C_0402_1005Metric",-20.200000,11.900000,0.000000,top
"C5","100nF","C_0402_1005Metric",-14.500000,11.900000,180.000000,top
"C6","100nF","C_0402_1005Metric",-22.300000,14.200000,90.000000,top
"C7","100nF","C_0402_1005Metric",-10.750000,12.500000,90.000000,top
"C8","100nF","C_0402_1005Metric",-10.500000,22.500000,90.000000,top
"C9","100nF","C_0402_1005Metric",-7.000000,12.500000,90.000000,top
"C10","100nF","C_0402_1005Metric",-8.250000,12.500000,90.000000,top
"C11","100nF","C_0402_1005Metric",9.000000,22.500000,-90.000000,top
"C12","100nF","C_0402_1005Metric",8.100000,11.200000,-90.000000,top
"C13","100nF","C_0402_1005Metric",10.200000,11.200000,-90.000000,top
"C14","100nF","C_0402_1005Metric",12.100000,12.900000,0.000000,top
"C15","1uF","C_0402_1005Metric",18.400000,19.600000,0.000000,top
"C16","100nF","C_0402_1005Metric",21.000000,16.900000,90.000000,top
"C17","100nF","C_0402_1005Metric",-7.900000,-21.000000,180.000000,top
"C18","10uF","C_0805_2012Metric",-8.600000,-19.200000,180.000000,top
"C22","1uF","C_0402_1005Metric",-7.850000,-15.250000,180.000000,top
"C23","2.2uF","C_0603_1608Metric",10.400000,-10.600000,90.000000,top
"C26","10uF","C_0805_2012Metric",25.200000,-7.000000,-90.000000,top
"C27","0.002uF","C_0402_1005Metric",20.300000,-0.400000,0.000000,top
"C28","100uF","C_1210_3225Metric",8.225000,-2.900000,180.000000,top
"C31","100uF","C_1210_3225Metric",8.225000,-6.400000,180.000000,top
"C32","100nF","C_0402_1005Metric",-13.000000,7.200000,90.000000,top
"C33","100nF","C_0402_1005Metric",-13.200000,14.100000,90.000000,top
"CR1","SRV05-4L-TP","SOT-23-6_Handsoldering",17.000000,-16.000000,0.000000,top
"D1","WS2812B","LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm",-17.500000,-7.850000,-90.000000,top
"D2","TX","LED_0603_1608Metric",7.900000,-18.600000,180.000000,top
"D3","RX","LED_0603_1608Metric",7.900000,-22.600000,180.000000,top
"FB1","1k @ 100MHz","L_0402_1005Metric",5.800000,8.400000,90.000000,top
"FB2","1k @ 100MHz","L_0402_1005Metric",11.600000,10.100000,90.000000,top
"FB3","1k @ 100MHz","L_0402_1005Metric",21.800000,14.450000,180.000000,top
"FB4","1k @ 100MHz","L_0402_1005Metric",5.000000,2.500000,180.000000,top
"J1","PJ-002A","PJ-002A",-17.000000,-15.700000,0.000000,top
"J3","12402012E212A","USBC-12402012E212A",17.000000,-24.800000,0.000000,top
"J6","Conn_01x08","PinSocket_1x08_P2.54mm_Vertical",-24.825000,-8.875000,180.000000,top
"R2","590","R_0402_1005Metric",-14.500000,19.300000,-90.000000,top
"R3","1670","R_0402_1005Metric",-16.900000,19.300000,-90.000000,top
"R4","5490","R_0402_1005Metric",-18.100000,19.300000,-90.000000,top
"R5","15k","R_0402_1005Metric",-7.000000,9.800000,90.000000,top
"R6","2.2k","R_0402_1005Metric",-9.500000,9.800000,-90.000000,top
"R7","10k","R_0402_1005Metric",-12.000000,12.500000,-90.000000,top
"R8","15k","R_0402_1005Metric",-11.250000,10.750000,180.000000,top
"R9","15k","R_0402_1005Metric",-9.500000,12.500000,90.000000,top
"R10","5.6k","R_0402_1005Metric",13.500000,15.300000,90.000000,top
"R11","6.3k","R_0402_1005Metric",13.500000,17.400000,90.000000,top
"R12","1Meg","R_0402_1005Metric",7.600000,12.900000,0.000000,top
"R13","1Meg","R_0402_1005Metric",9.700000,12.900000,0.000000,top
"R14","20k","R_0402_1005Metric",15.100000,17.900000,0.000000,top
"R15","10k","R_0402_1005Metric",15.100000,19.100000,180.000000,top
"R16","10k","R_0402_1005Metric",-7.650000,-16.900000,90.000000,top
"R22","20k","R_0402_1005Metric",20.300000,-1.600000,0.000000,top
"R23","220k","R_0402_1005Metric",20.300000,0.800000,0.000000,top
"R24","1k","R_0402_1005Metric",7.600000,-20.000000,0.000000,top
"R25","1k","R_0402_1005Metric",7.600000,-21.200000,0.000000,top
"S1","219-2MSTR","219-2MSTR",0.000000,-20.250000,180.000000,top
"S2","219-2MSTR","219-2MSTR",18.250000,8.700000,180.000000,top
"S3","219-2MSTR","219-2MSTR",0.000000,-12.000000,180.000000,top
"U1","MCP45HV51-104E/ST","TSSOP-14_4.4x5mm_P0.65mm",-17.700000,8.400000,0.000000,top
"U2","ADG1404YRUZ","TSSOP-14_4.4x5mm_P0.65mm",-17.700000,15.400000,180.000000,top
"U3","AD630ARZ","SOIC-20W_7.5x12.8mm_P1.27mm",0.000000,16.400000,0.000000,top
"U4","AD620ARZ-REEL7","SOIC-8_3.9x4.9mm_P1.27mm",-9.750000,17.500000,90.000000,top
"U6","OP27GSZ-REEL7","SOIC-8_3.9x4.9mm_P1.27mm",9.750000,17.500000,90.000000,top
"U7","LTC2453IDDB#TRMPBF","DFN-8-1EP_2x3mm_P0.5mm_EP0.61x2.2mm",18.347599,16.949999,180.000000,top
"U13","LT1054IDWR","SOIC-16W_7.5x10.3mm_P1.27mm",17.600000,-7.900000,180.000000,top
